image_path,true_label,true_idx,pred_label,pred_idx,correct,prob_uninfected,prob_infected,gradcam_path,ig_path,occlusion_path
C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annot_nii\val\infected\2022_03_21_11_09_09_19_cell0006.png,infected,1,uninfected,0,0,0.987060546875,0.012939441949129105,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\xai_swin_fold2_nii\gradcam\2022_03_21_11_09_09_19_cell0006_gradcam.png,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\xai_swin_fold2_nii\integrated_gradients\2022_03_21_11_09_09_19_cell0006_ig.png,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\xai_swin_fold2_nii\occlusion\2022_03_21_11_09_09_19_cell0006_occ.png
C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annot_nii\val\infected\2022_03_21_11_09_04_72_cell0014.png,infected,1,uninfected,0,0,0.9999896287918091,1.0363768524257466e-05,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\xai_swin_fold2_nii\gradcam\2022_03_21_11_09_04_72_cell0014_gradcam.png,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\xai_swin_fold2_nii\integrated_gradients\2022_03_21_11_09_04_72_cell0014_ig.png,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\xai_swin_fold2_nii\occlusion\2022_03_21_11_09_04_72_cell0014_occ.png
C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annot_nii\val\infected\2022_03_21_11_08_59_97_cell0016.png,infected,1,uninfected,0,0,0.999295711517334,0.0007043126970529556,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\xai_swin_fold2_nii\gradcam\2022_03_21_11_08_59_97_cell0016_gradcam.png,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\xai_swin_fold2_nii\integrated_gradients\2022_03_21_11_08_59_97_cell0016_ig.png,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\xai_swin_fold2_nii\occlusion\2022_03_21_11_08_59_97_cell0016_occ.png
C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annot_nii\val\infected\2022_03_21_11_09_00_79_cell0023.png,infected,1,uninfected,0,0,0.9995447993278503,0.0004551649035420269,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\xai_swin_fold2_nii\gradcam\2022_03_21_11_09_00_79_cell0023_gradcam.png,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\xai_swin_fold2_nii\integrated_gradients\2022_03_21_11_09_00_79_cell0023_ig.png,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\xai_swin_fold2_nii\occlusion\2022_03_21_11_09_00_79_cell0023_occ.png
C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annot_nii\val\infected\2022_03_21_11_09_08_83_cell0012.png,infected,1,uninfected,0,0,0.9850081205368042,0.01499183103442192,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\xai_swin_fold2_nii\gradcam\2022_03_21_11_09_08_83_cell0012_gradcam.png,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\xai_swin_fold2_nii\integrated_gradients\2022_03_21_11_09_08_83_cell0012_ig.png,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\xai_swin_fold2_nii\occlusion\2022_03_21_11_09_08_83_cell0012_occ.png
C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annot_nii\val\infected\2022_03_21_11_07_38_08_cell0015.png,infected,1,uninfected,0,0,0.999995231628418,4.739288669952657e-06,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\xai_swin_fold2_nii\gradcam\2022_03_21_11_07_38_08_cell0015_gradcam.png,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\xai_swin_fold2_nii\integrated_gradients\2022_03_21_11_07_38_08_cell0015_ig.png,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\xai_swin_fold2_nii\occlusion\2022_03_21_11_07_38_08_cell0015_occ.png
C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annot_nii\val\infected\2022_03_21_11_09_06_32_cell0013.png,infected,1,uninfected,0,0,0.9931574463844299,0.0068425326608121395,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\xai_swin_fold2_nii\gradcam\2022_03_21_11_09_06_32_cell0013_gradcam.png,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\xai_swin_fold2_nii\integrated_gradients\2022_03_21_11_09_06_32_cell0013_ig.png,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\xai_swin_fold2_nii\occlusion\2022_03_21_11_09_06_32_cell0013_occ.png
C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annot_nii\val\uninfected\2022_03_21_11_05_09_12_cell0002.png,uninfected,0,uninfected,0,1,0.9991075396537781,0.0008924722787924111,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\xai_swin_fold2_nii\gradcam\2022_03_21_11_05_09_12_cell0002_gradcam.png,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\xai_swin_fold2_nii\integrated_gradients\2022_03_21_11_05_09_12_cell0002_ig.png,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\xai_swin_fold2_nii\occlusion\2022_03_21_11_05_09_12_cell0002_occ.png
C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annot_nii\val\infected\2022_03_21_11_09_05_39_cell0012.png,infected,1,uninfected,0,0,0.9753604531288147,0.024639610201120377,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\xai_swin_fold2_nii\gradcam\2022_03_21_11_09_05_39_cell0012_gradcam.png,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\xai_swin_fold2_nii\integrated_gradients\2022_03_21_11_09_05_39_cell0012_ig.png,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\xai_swin_fold2_nii\occlusion\2022_03_21_11_09_05_39_cell0012_occ.png
C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\img_dir_annot_nii\val\infected\2022_03_21_11_09_03_89_cell0001.png,infected,1,uninfected,0,0,0.9989020824432373,0.0010979175567626953,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\xai_swin_fold2_nii\gradcam\2022_03_21_11_09_03_89_cell0001_gradcam.png,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\xai_swin_fold2_nii\integrated_gradients\2022_03_21_11_09_03_89_cell0001_ig.png,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\3-Datasets\img-lcm\xai_swin_fold2_nii\occlusion\2022_03_21_11_09_03_89_cell0001_occ.png
